no_import,default_code,supplier_product_code,COD.ART.PROD.,name,GIAC.,GIAC.MIN.,IMP.,ORD.,PREAS.,U.M.,PRZ.LISTINO,SC. L.1,SC. L.2,SC. L.3,supplier_cost,ALTRI FORN.,RIC. 1,price,IVA,supplier_name,GRUPPO MERCEOLOGICO,MARCA,COD.SC.PROD.,SIGLA PROD.,COD.PROD.,PRODUTTORE,POS.MAG.,MOV.,COD.REP.,REPARTO,COD.SET.,SETTORE,COD.FAM.,FAMIGLIA,LINEA,COD.BARRE,COD.RAGGRUP.,E.C.,DATA INS
,3552,RMG40/40,,TUBO PVC/RAC 40 TU-GU,0,0,0,0,0,N.,"1,71",0,0,0,"1,71",,30,"2,223",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,16/05/2012
,3503,MS40,,TUBO PVC/RAC 40 TU-SC,0,0,0,0,0,N.,"1,83",0,0,0,"1,83",,30,"2,379",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,08/05/2012
,4132,RD25GG,,TUBO PVC/RACC 25 GU-SC GAS,0,0,0,0,0,N.,"0,9",0,0,0,"0,9",,30,"1,17",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,30/07/2012
,5673,0510035085,,TUBO QUADRO INOX 80X80X3,0,0,0,0,0,N.,22,0,0,0,22,,30,"28,6",22,MALAVOLTA SPA,,,0,,0,,,S,,,,,,,,,,,18/11/2013
,2950,67900524,,TUBO RACC. SIFONE GB112/60,0,0,0,0,0,N.,"27,32",0,0,0,"27,32",,30,"35,516",22,BUDERUS GRUPPO BOSCH,,,0,,0,,,S,,,,,,,,,,,28/02/2012
,3439,T000014,,TUBO RAME BARRA DN14,0,0,0,0,0,N.,"3,21",0,0,0,"3,21",,30,"4,173",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,26/04/2012
,1965,17092,,TUBO RAME CON BATTUTA,0,0,0,0,0,N.,"4,04",0,0,0,"4,04",,30,"5,252",22,LA NUOVA SITES,,,0,,0,,,S,,,,,,,,,,,14/09/2011
,4676,,,TUBO RAME COND. 1/2,0,0,0,0,0,N.,3,0,0,0,3,,30,"3,9",22,COMAIT SRL,,,0,,0,,,S,,,,,,,,,,,21/02/2013
,4548,220077,,TUBO RAME CROM. MT5 DN10,0,0,0,0,0,N.,28,0,0,0,28,,30,"36,4",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,02/11/2012
,709,,,TUBO RAME DIAM 18 RIVESTITO,0,0,0,0,0,N.,"4,69",0,0,0,"4,69",,30,"6,097",22,SACCARIA IDROTERMOSANITARI SRL,,,0,,0,,,S,,,,,,,,,,,09/06/2011
,1218,T000015,,TUBO RAME IN BARRA DN 15X1,0,0,0,0,0,N.,"3,536",0,0,0,"3,536",,30,"4,5968",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,05/07/2011
,5210,00307764,,"TUBO RAME IN ROTOLI CARBON FREE 16 X 1""",0,0,0,0,0,N.,"4,07",0,0,0,"4,07",,30,"5,291",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,22/08/2013
,1960,8643,,TUBO RAME ISOLATO DIAM. 12 ISOL ONE,0,0,0,0,0,N.,"2,9",0,0,0,"2,9",,30,"3,77",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,13/09/2011
,1216,T001023,,"TUBO RAME NUDO 22X1,5",0,0,0,0,0,N.,"8,585",0,0,0,"8,585",,30,"11,1605",22,TERMOADRIATICA SRL,,,0,,0,,,S,,,,,,,,,,,05/07/2011
,586,,,TUBO RAME PER GAS DIAM. 15,0,0,0,0,0,N.,"3,8",0,0,0,"3,8",,30,"4,94",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,31/05/2011
,645,806585,,"TUBO RAME RIV 3/8X1,00 MM",0,0,0,0,0,N.,"2,91",0,0,0,"2,91",,30,"3,783",22,CAMBIELLI,,,0,,0,,,S,,,,,,,,,,,06/06/2011
,644,096826,,"TUBO RAME RIV CONDY 1/4X1,00 MM",0,0,0,0,0,N.,"1,89","-17,46",0,0,"2,22",,30,"2,886",22,CAMBIELLI,,,0,,0,,,S,,,,,,,,,,,06/06/2011
,2004,094693,,"TUBO RAME RIV CONDY 1/4X1,00 MM SILMET",0,0,0,0,0,N.,"4,6",0,0,0,"4,6",,30,"5,98",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,16/09/2011
,4998,094693,,"TUBO RAME RIV. CONDY 1/2 X1,0",0,0,0,0,0,N.,"3,36",0,0,0,"3,36",,30,"4,368",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,23/05/2013
,3231,808592,,TUBO RAME RIV. CONDY 3/4 X1 SILMET,0,0,0,0,0,N.,"7,36",0,0,0,"7,36",,30,"9,568",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,21/03/2012
,3947,806585,,"TUBO RAME RIV. CONDY 3/8X1,00 MM",0,0,0,0,0,N.,"3,42",0,0,0,"3,42",,30,"4,446",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,17/07/2012
,5147,00307798,,TUBO RAME RIV. CUPEX GEL 1/2X1,0,0,0,0,0,N.,"3,64",0,0,0,"3,64",,30,"4,732",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,26/07/2013
,2681,808593,,TUBO RAME RIV. DONDY 5/8X1,0,0,0,0,0,N.,"5,48","-10,95",0,0,"6,08",,30,"7,904",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,18/01/2012
,1347,703039,,TUBO RAME RIVESTITO 373 TEN 12/1,0,0,0,0,0,N.,"3,74",0,0,0,"3,74",,30,"4,862",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,2751,703043,,TUBO RAME RIVESTITO 373 TEN 16X1,0,0,0,0,0,N.,"4,72",0,0,0,"4,72",,30,"6,136",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,31/01/2012
,4308,,,TUBO RAME RIVESTITO DIAM. 12,0,0,0,0,0,N.,"2,8",0,0,0,"2,8",,30,"3,64",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,12/09/2012
,4309,,,"TUBO RAME RIVESTITO PER COND. DIAM. 1/2""",0,0,0,0,0,N.,"3,2",0,0,0,"3,2",,30,"4,16",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,12/09/2012
,329,00008658,,TUBO RAME SANCO VERGHE DA 22X1,0,0,0,0,0,N.,"13,33",0,0,0,"13,33",,30,"17,329",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,04/05/2011
,2827,00010779,,TUBO RAME SMISOL ONE 22X1,0,0,0,0,0,N.,"7,1",0,0,0,"7,1",,30,"9,23",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,15/02/2012
,2678,00190921,,TUBO RAME SPLIT R410 3/8X1,0,0,0,0,0,N.,"2,85",0,0,0,"2,85",,30,"3,705",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,17/01/2012
,5085,CU/28*1-5MT,,TUBO RAME VERGHE 28X1,0,0,0,0,0,N.,"8,56",0,0,0,"8,56",,30,"11,128",22,NUOVA RAFI SRL,,,0,,0,,,S,,,,,,,,,,,12/06/2013
,5087,"CU/88,9*2-5MT",,"TUBO RAME VERGHE 88,9",0,0,0,0,0,N.,"57,82",0,0,0,"57,82",,30,"75,166",22,NUOVA RAFI SRL,,,0,,0,,,S,,,,,,,,,,,12/06/2013
,2677,00010832,,TUBO RAME WICU-CLIM 3/4,0,0,0,0,0,N.,7,0,0,0,7,,30,"9,1",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,17/01/2012
,533,1011756,,TUBO RDZ CLIMA IN PE-XC 17-13,0,0,0,0,0,N.,"0,95",0,0,0,"0,95",,30,"1,235",22,RDZ SPA,,,0,,0,,,S,,,,,,,,,,,23/05/2011
,3670,1011754,,TUBO RDZ CLIMA PE-XC 17-13,0,0,0,0,0,N.,"0,95",0,0,0,"0,95",,30,"1,235",22,RDZ SPA,,,0,,0,,,S,,,,,,,,,,,22/05/2012
,783,186705,,TUBO RIGIDO SC/COND. D.20 IN BARRA,0,0,0,0,0,N.,"2,96",0,0,0,"2,96",,30,"3,848",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,13/06/2011
,4892,025003001006040,,TUBO RILSAN (PA12PHL) 6X4,0,0,0,0,0,N.,"0,42",0,0,0,"0,42",,30,"0,546",22,PICENA SRL,,,0,,0,,,S,,,,,,,,,,,23/04/2013
,1924,PA0806,,TUBO RILSAN 8X6,0,0,0,0,0,N.,"0,5274",0,0,0,"0,5274",,30,"0,68562",22,EDILWARE SRL,,,0,,0,,,S,,,,,,,,,,,08/09/2011
,1259,TBR-100/1,,TUBO ROSSO DIAM. 100 MT.1,0,0,0,0,0,N.,"2,52",0,0,0,"2,52",,30,"3,276",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,19/07/2011
,4674,TBR-100/3,,TUBO ROSSO DIAM. 100 MT.3,0,0,0,0,0,N.,"6,6",0,0,0,"6,6",,30,"8,58",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,20/02/2013
,2914,TBR-100/2,,TUBO ROSSO DIAM. 100 MT2,0,0,0,0,0,N.,"2,36",0,0,0,"2,36",,30,"3,068",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,28/02/2012
,2180,TBR-125/2,,TUBO ROSSO DIAM. 125 MT2,0,0,0,0,0,N.,3,0,0,0,3,,30,"3,9",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,04/10/2011
,1635,TBR-80/1,,TUBO ROSSO DIAM. 80 MT 1,0,0,0,0,0,N.,"2,08",0,0,0,"2,08",,30,"2,704",22,COPIM TECNOLOGIE SRL,,,0,,0,,,S,,,,,,,,,,,10/08/2011
,1008,,,TUBO SAREL DIAM. 20,0,0,0,0,0,N.,"0,26",0,0,0,"0,26",,30,"0,338",22,,,,0,,0,,,S,,,,,,,,,,,22/06/2011
,1009,,,TUBO SAREL DIAM. 32,0,0,0,0,0,N.,"0,43",0,0,0,"0,43",,30,"0,559",22,,,,0,,0,,,S,,,,,,,,,,,22/06/2011
,3487,125669,,TUBO SCAR LAVAT CM.200,0,0,0,0,0,N.,"2,78",0,0,0,"2,78",,30,"3,614",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,03/05/2012
,1877,9454,,TUBO SCARICO LAVATRICE,0,0,0,0,0,N.,"1,5",0,0,0,"1,5",,30,"1,95",22,LA NUOVA SITES,,,0,,0,,,S,,,,,,,,,,,02/09/2011
,2714,,,TUBO SILENT DIAM. 110,0,0,0,0,0,N.,"15,44",0,0,0,"15,44",,30,"20,072",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,23/01/2012
,1680,701255,,"TUBO SL1 THERMO VERDE 1""",0,0,0,0,0,N.,"4,92",0,0,0,"4,92",,30,"6,396",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,11/08/2011
,1681,701256,,"TUBO SL1 THERMO VERDE 1""1/4",0,0,0,0,0,N.,"6,16",0,0,0,"6,16",,30,"8,008",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,11/08/2011
,2332,701260,,"TUBO SL1 THERMO VERDE 3""",0,0,0,0,0,N.,"16,24",0,0,0,"16,24",,30,"21,112",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,31/10/2011
,1679,701254,,"TUBO SL1 THERMO VERDE 3/4""",0,0,0,0,0,N.,"3,32",0,0,0,"3,32",,30,"4,316",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,11/08/2011
,3233,SR DIAM. 160 L3,,TUBO SPIRALATO DIAM. 160,0,0,0,0,0,N.,"17,1",0,0,0,"17,1",,30,"22,23",22,VERCLIMA,,,0,,0,,,S,,,,,,,,,,,21/03/2012
,4614,701262,,"TUBO SS SM THERMO ROSSO 1/2"" DALMINE",0,0,0,0,0,N.,"2,45",0,0,0,"2,45",,30,"3,185",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,11/12/2012
,4604,0024931,,"TUBO SS THERMO 3""",0,0,0,0,0,N.,"13,8",0,0,0,"13,8",,30,"17,94",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,05/12/2012
,924,701265,,"TUBO SS THERMO ROSSO 1""1/4",0,0,0,0,0,N.,"7,04",0,0,0,"7,04",,30,"9,152",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,3800,701268,,TUBO SS THERMO ROSSO 2 1/2,0,0,0,0,0,N.,"9,57",0,0,0,"9,57",,30,"12,441",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,13/06/2012
,926,701267,,"TUBO SS THERMO ROSSO 2""",0,0,0,0,0,N.,"11,24",0,0,0,"11,24",,30,"14,612",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,2368,781270,,"TUBO SS THERMO ROSSO 4""",0,0,0,0,0,N.,"29,2",0,0,0,"29,2",,30,"37,96",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,02/11/2011
,3801,701270,,"TUBO SS THERMO ROSSO 4""",0,0,0,0,0,N.,"20,53",0,0,0,"20,53",,30,"26,689",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,13/06/2012
,4621,701264,,"TUBO SS THERMO ROSSO DN 1""",0,0,0,0,0,N.,"5,8",0,0,0,"5,8",,30,"7,54",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,14/12/2012
,925,701266,,"TUBO SS THERMO ROSSO DN 1""1/2",0,0,0,0,0,N.,"7,92",0,0,0,"7,92",,30,"10,296",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,17/06/2011
,4592,701263,,"TUBO SS THERMO ROSSO DN 3/4""",0,0,0,0,0,N.,"4,12",0,0,0,"4,12",,30,"5,356",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,09/11/2012
,592,0014158,,TUBO ST SP.32 DIAM. INT. 60 L=2000,0,0,0,0,0,N.,"10,53",0,0,0,"10,53",,30,"13,689",22,CICAI MARCHE SOC.COOP,,,0,,0,,,S,,,,,,,,,,,31/05/2011
,5834,64000209,,"TUBO THERMO SS 114,3",0,0,0,0,0,N.,"14,5",0,0,0,"14,5",,30,"18,85",22,COMAIT SRL,,,0,,0,,,S,,,,,,,,,,,24/01/2014
,5531,0510030048,,"TUBO TONDO INOX AISI 304 1""1/2 SP.2",0,0,0,0,0,N.,9,0,0,0,9,,30,"11,7",22,MALAVOLTA SPA,,,0,,0,,,S,,,,,,,,,,,07/10/2013
,1187,51215,,"TUBO TRICONET SUPER  DIAM. 3/4"" MT25",0,0,0,0,0,N.,0,0,0,0,0,,0,0,22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,04/07/2011
,4318,653683,,TUBO TWIN SOLAR SET DN20 MT.15,0,0,0,0,0,N.,"344,8",0,0,0,"344,8",,30,"448,24",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,20/09/2012
,5734,1520814,,TUBO TWIN-SOLAR SLIM SP09 DN20,0,0,0,0,0,N.,"18,496",0,0,0,"18,496",,30,"24,0448",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,13/12/2013
,5628,,,TUBO VALSIR DIAM. 110,0,0,0,0,0,N.,"5,6",0,0,0,"5,6",,30,"7,28",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,29/10/2013
,5157,172754,,TUBO VAWIN DIAM. 110 1000 1 BICCH.,0,0,0,0,0,N.,"4,14",0,0,0,"4,14",,30,"5,382",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,01/08/2013
,5158,172809,,TUBO VAWIN DIAM. 110 1000 2BICCH.,0,0,0,0,0,N.,"5,04",0,0,0,"5,04",,30,"6,552",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,01/08/2013
,5159,172757,,TUBO VAWIN DIAM. 110 2000 1BICCH.,0,0,0,0,0,N.,"8,35",0,0,0,"8,35",,30,"10,855",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,01/08/2013
,5160,172812,,TUBO VAWIN DIAM. 110 2000 2BICCH.,0,0,0,0,0,N.,"8,64",0,0,0,"8,64",,30,"11,232",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,01/08/2013
,2721,,,TUBO VAWIN DIAM. 90 2 BICCH 1 MT.,0,0,0,0,0,N.,4,0,0,0,4,,30,"5,2",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,23/01/2012
,3315,0212545120102,,TUBO WHITE PLUS 1/2 MT25,0,0,0,0,0,N.,"16,66",0,0,0,"16,66",,30,"21,658",22,ROMANO FENATI,,,0,,0,,,S,,,,,,,,,,,03/04/2012
,3635,3022,,"TUBO ZINC. 1/2""",0,0,0,0,0,N.,"2,57",0,0,0,"2,57",,30,"3,341",22,LA FENICE SRL,,,0,,0,,,S,,,,,,,,,,,22/05/2012
,4835,00039520,,"TUBO ZINC. EN10255 SL-V.M. 1""",0,0,0,0,0,N.,"5,27",0,0,0,"5,27",,30,"6,851",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,16/04/2013
,3409,402114,,TUBO ZINC. MF 1 1/4,0,0,0,0,0,N.,"6,243",0,0,0,"6,243",,30,"8,1159",22,DOMOCLIMA SRL,,,0,,0,,,S,,,,,,,,,,,20/04/2012
,1319,701216,,"TUBO ZINC. VM SL1 DN3""",0,0,0,0,0,N.,"20,8",0,0,0,"20,8",,30,"27,04",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,4904,701212,,"TUBO ZINCATO 1"" 1/4",0,0,0,0,0,N.,"7,8",0,0,0,"7,8",,30,"10,14",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,29/04/2013
,5726,00039480,,"TUBO ZINCATO EN 10255 SL - V.M. 1/2""",0,0,0,0,0,N.,"2,95",0,0,0,"2,95",,30,"3,835",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,09/12/2013
,4514,00039523,,"TUBO ZINCATO EN 10255 SL-V.M. 2""",0,0,0,0,0,N.,"11,29",0,0,0,"11,29",,30,"14,677",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,29/10/2012
,480,00039500,,"TUBO ZINCATO EN 10255 SL-V.M. 3/4""",0,0,0,0,0,N.,"7,23",50,0,0,"3,615",,30,"4,6995",22,IMETER SPA,,,0,,0,,,S,,,,,,,,,,,16/05/2011
,1898,701211,,"TUBO ZINCATO VM 1""",0,0,0,0,0,N.,"5,8",0,0,0,"5,8",,30,"7,54",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,05/09/2011
,1594,701209,,"TUBO ZINCATO VM SL1 1/2""",0,0,0,0,0,N.,"3,4",0,0,0,"3,4",,30,"4,42",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,10/08/2011
,3396,701212,,"TUBO ZINCATO VM SL1 DN 1""1/4",0,0,0,0,0,N.,"7,52",0,0,0,"7,52",,30,"9,776",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,20/04/2012
,47,701214,,"TUBO ZINCATO VM SL1 DN 2""",0,0,0,0,0,N.,"10,6",0,0,0,"10,6",,30,"13,78",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,14/04/2011
,4507,701214,,"TUBO ZINCATO VM SL1 DN 2""",0,0,0,0,0,N.,"11,8",0,0,0,"11,8",,30,"15,34",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,26/10/2012
,46,701210,,TUBO ZINCATO VM SL1 DN 3/4,0,0,0,0,0,N.,"3,92",0,0,0,"3,92",,30,"5,096",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,14/04/2011
,4729,701213,,"TUBO ZINCZTO VM SL1 1""1/2",0,0,0,0,0,N.,"8,96",0,0,0,"8,96",,30,"11,648",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,19/03/2013
,1336,62240100,,TUBOL. RETT. 100X40X2,0,0,0,0,0,N.,"0,998",0,0,0,"0,998",,30,"1,2974",22,CECI SIDERURGICA SRL,,,0,,0,,,S,,,,,,,,,,,21/07/2011
,1304,61200100,,TUBOLARE QUADRO 100X100X2,0,0,0,0,0,N.,"1,057",0,0,0,"1,057",,30,"1,3741",22,CECI SIDERURGICA SRL,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,2614,61200040,,TUBOLARE QUADRO 40X40X2 L=6000,0,0,0,0,0,N.,"14,27",0,0,0,"14,27",,30,"18,551",22,CECI SIDERURGICA SRL,,,0,,0,,,S,,,,,,,,,,,28/12/2011
,4039,CORRUGD63,,TUBOPVC CAVIDOTTO 63 FLE TIR+MAN,0,0,0,0,0,N.,"0,84",0,0,0,"0,84",,30,"1,092",22,EDIF SPA,,,0,,0,,,S,,,,,,,,,,,19/07/2012
,1106,1567748,,TYFAST 4.7X186MM 220N NYLON6.6NE.UV 100PZ,0,0,0,0,0,N.,"0,015",0,0,0,"0,015",,30,"0,0195",22,COMET,,,0,,0,,,S,,,,,,,,,,,28/06/2011
,1107,1453829,,TYFAST 4.7X291MM 220N P.6.6 NE. UV 100PZ,0,0,0,0,0,N.,"0,024",0,0,0,"0,024",,30,"0,0312",22,COMET,,,0,,0,,,S,,,,,,,,,,,28/06/2011
,4616,51012015M,,"U-BOLT CORTO CON DADO E RONDELLA M10 1"" 1/2",0,0,0,0,0,N.,"1,78",0,0,0,"1,78",,30,"2,314",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,11/12/2012
,4545,51013030M,,"U-BOLT CORTO CON DADO E RONDELLA M12 3""",0,0,0,0,0,N.,"2,7",0,0,0,"2,7",,30,"3,51",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,02/11/2012
,4681,51012050M,,"U-BOLT CORTO M12 DIAM. 5""",0,0,0,0,0,N.,"2,7",0,0,0,"2,7",,30,"3,51",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,21/02/2013
,4104,51012080M,,"U-BOLT CORTO M16 8""",0,0,0,0,0,N.,"6,76",0,0,0,"6,76",,30,"8,788",22,SILWA SRL,,,0,,0,,,S,,,,,,,,,,,26/07/2012
,3927,0507076,,"U-BOLT LUNGO ZINCATO M 10 X 2""1/2",0,0,0,0,0,N.,"0,89",0,0,0,"0,89",,30,"1,157",22,MEFA ITALIA SRL,,,0,,0,,,S,,,,,,,,,,,13/07/2012
,5366,378779,,U.E. 3MXS68G R410A,0,0,0,0,0,N.,"1553,72",0,0,0,"1553,72",,30,"2019,836",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/09/2013
,5367,4888623,,U.I. PAR. EMURA FTXG35JW,0,0,0,0,0,N.,"450,3",0,0,0,"450,3",,30,"585,39",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/09/2013
,5368,4656820,,U.I. PAR. EMURA FTXG50JW R410A,0,0,0,0,0,N.,688,0,0,0,688,,30,"894,4",22,CAMBIELLI EDILFRIULI SPA,,,0,,0,,,S,,,,,,,,,,,04/09/2013
,1920,63421,,ULTRACOLOR PLUS KG.5 COLORE 111,0,0,0,0,0,N.,"7,87",0,0,0,"7,87",,30,"10,231",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,08/09/2011
,2265,63423,,ULTRACOLOR PLUS KG5 COLORE 113,0,0,0,0,0,N.,"6,02",0,0,0,"6,02",,30,"7,826",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,20/10/2011
,2370,63425,,ULTRACOLOR PLUS KG5 COLORE 130,0,0,0,0,0,N.,"8,7",0,0,0,"8,7",,30,"11,31",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,02/11/2011
,2433,34984,,ULTRACOLOR PLUSKG5 COLORE 100,0,0,0,0,0,N.,"7,36",0,0,0,"7,36",,30,"9,568",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,21/11/2011
,3886,45568,,ULTRAPLAN KG 3,0,0,0,0,0,N.,"21,15",0,0,0,"21,15",,30,"27,495",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,27/06/2012
,4120,09600,,ULTRAPLAN MAXI KG25,0,0,0,0,0,N.,"21,32",0,0,0,"21,32",,30,"27,716",22,F.LLI SIMONETTI SPA,,,0,,0,,,S,,,,,,,,,,,27/07/2012
,1282,3MXS52E3V1B,,UN. EST. TRIALSPLIT DC INVERTER R410A,0,0,0,0,0,N.,"1335,6",0,0,0,"1335,6",,30,"1736,28",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,20/07/2011
,1065,3MXS68G2V1B,,UN. EST. TRIALSPLIT R410A,0,0,0,0,0,N.,"1528,29",0,0,0,"1528,29",,30,"1986,777",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,24/06/2011
,1640,RKS50J2V1B+FTXS50G2V,,UN. INT+EST RKS50J2V1B+FTXS50G2V1B,0,0,0,0,0,N.,1158,0,0,0,1158,,30,"1505,4",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,10/08/2011
,1066,FLXS35BAVMB,,UN. INT. FLEXI INVERTER,0,0,0,0,0,N.,"400,64",0,0,0,"400,64",,30,"520,832",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,24/06/2011
,1160,FTXS20J2V1B,,UN. INT. INVERTER R410A,0,0,0,0,0,N.,"267,32","-4,96",0,0,"280,58",,30,"364,754",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,01/07/2011
,3919,80250235,,UN.EST PAV/SOF.ES.-SUZ-KA35VA2.TH,0,0,0,0,0,N.,530,0,0,0,530,,30,689,22,COMAIT SRL,,,0,,0,,,S,,,,,,,,,,,13/07/2012
,3920,80250238,,UN.INT.CANAL.SEZ-KD35VA,0,0,0,0,0,N.,"459,37",0,0,0,"459,37",,30,"597,181",22,COMAIT SRL,,,0,,0,,,S,,,,,,,,,,,13/07/2012
,2449,3318398,,UNITA' DA INCASSO IN LAMIERA UNIV.,0,0,0,0,0,N.,40,0,0,0,40,,30,52,22,CLERICI D. & DURINZI C SNC,,,0,,0,,,S,,,,,,,,,,,29/11/2011
,445,2MXS50H2V1B,,UNITA' EST. DU P/C INVERTER R410A,0,0,0,0,0,N.,930,0,0,0,930,,30,1209,22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,16/05/2011
,549,2MXS50H-N°2FTX25JV1B,,UNITA' EST. DUAL E DUE UNITA' INT. R410A DAIKIN,0,0,0,0,0,N.,1454,0,0,0,1454,,30,"1890,2",22,PICENA FRIGOR SRL,,,0,,0,,,S,,,,,,,,,,,25/05/2011
